time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,label
913.9515434103669,7.471575534054216,9.949231918727031,0.3010921164798272,-0.005817981498919005,-0.009477200293933046,0.0001443587965251689,4
914.0460434148554,-3.329847780126486,-0.871463534574471,-0.06984606978053715,0.02130486529185943,-4.7366264646392224e-05,-0.005792816340913109,4
914.1300434188452,-2.4644011634365968,-0.8564190759395742,-0.6906086015141528,0.020673817864873344,0.0010507555635860782,0.00142084175022008,4
914.2245434233337,1.8193513598496636,2.021444716086127,0.7599081395958875,0.014076204054993536,0.0004489046087382276,-0.009915413560647644,4
914.3190434278222,1.971344037126478,-0.4226655730953164,-0.6308721565890548,0.010357823646634248,0.001743649444783461,0.008295729979236725,4
914.4135434323107,-0.13635947555651032,-1.4450545510387847,0.058288350506760365,0.006241887999086574,-0.00010323307048236049,-0.003308420134383315,4
914.5080434367992,-1.1546551078537495,-0.6435066003522323,0.2703851332358608,0.0069448209236720616,0.0034854787999059134,-0.002776559592182415,4
914.592043440789,-0.3331824885863829,0.40998897971098675,0.26083267422686135,-0.005448515877315502,0.0003007754282085112,0.008827912280656103,4
914.6760434447788,0.8336359941007483,1.0133755682578403,-0.02109899319596965,-0.012993009321394937,-0.0047086732200683655,-0.006658819202542559,4
914.7600434487686,0.7365142235727523,0.44029101645948304,-0.45861721512122133,-0.0012108718757395853,-0.0019978427785579105,0.0012167065361031256,4
914.8440434527583,-0.18068850748815746,-0.19473300059887957,-0.508496740982168,0.009934364704343751,0.0014094649446738286,0.004473200383700909,4
914.9280434567481,-1.0246761835065645,-0.43096929234135545,0.06694092992142267,0.0119344917188942,0.002577016529224842,-0.00802530049137055,4
915.0120434607379,-0.45498981793174825,0.20317740118261368,0.14247936760973212,0.003757826188135745,0.0003342115652172412,0.0035591214309585836,4
915.0960434647277,-1.3954493213686723,-0.15568184462182114,-0.010945533254022586,0.0034433773622754072,-0.0008457785905450503,0.005045520489132274,4
915.1800434687175,-2.446049579835272,0.06529545206727268,-1.0793655119082028,0.005135081832717513,-0.0015022300265934202,-0.00837628210923605,4
915.2640434727073,-2.2446149861228624,-0.2610623965881779,0.03465185914105596,0.01767730338611287,0.004333987500476529,0.001609654550855146,4
915.3795434781932,-2.8418508804683937,0.46355965895544854,0.6443041450013051,0.018205555872994092,0.005869855826800482,-0.001461841429081548,4
915.5055434841779,-3.985971585998271,-0.39630761713808615,-2.13773449919538,0.024101604574167955,0.00836003015518305,0.002355991455832832,4
915.65254349116,-3.9119967193539953,-0.03166405958324128,-2.299593660522957,0.012670055986212589,0.0002917478438744473,0.0019039981013765444,4
915.7995434981422,-5.878139313067932,7.173808460899959,1.3852385203861484,0.010529480822239291,0.004473005604714907,-0.0008061909196980783,4
915.9360435046256,-2.5902922054098485,2.9130300367941664,0.30281582220037495,0.00871574933544795,0.00427670102879259,0.002053994322319056,4
916.0515435101115,-4.543176525453265,1.3920257254187764,1.5091836448818226,-0.009440627276397003,-0.0028413668037576595,0.006138876129361858,4
916.1670435155975,-8.177509859334531,2.2407005224294454,-6.312828285039951,-0.04361979479228757,-0.012432972715928938,-0.008320089604899323,4
916.2720435205847,-1.7298290062302175,-3.2616103883614196,1.5426536719284982,-0.006512235585554592,-1.9524839994489725e-05,0.0036624387356199444,4
916.3875435260707,-5.783614858409372,4.560665329714912,-2.3817328532897983,0.004548802709667989,0.0009159894101451524,-0.001638339698792786,4
916.5030435315566,-3.3269644245162526,-0.8977097846346013,-2.738968340629698,0.0033521502537157545,0.006641649349113506,0.002580807350500885,4
916.5975435360451,-3.4823227243567203,-0.44685946528962683,-1.1555907552441862,0.007255507478909879,0.006145924155689755,0.0018969141907323945,4
916.7235435420298,-11.05316838345721,-8.59240563330218,2.6439193942550787,-0.03603853338392046,-0.016691710983221253,-0.006258987246125601,4
916.8390435475158,-2.393861255642068,9.130309016278044,-0.36098017923453135,0.04004996788804858,0.02578600082142802,-0.008644524393395412,4
916.9650435535004,-3.979137817733872,11.098958654246195,2.228765958639241,-0.008712108219911401,-0.015845660835718596,-0.0046556345369225234,4
917.0910435594851,-10.579808113033224,-2.6019656955491652,-1.285475520343286,0.04259056362155085,0.026077358820150612,0.005832413094961493,4
917.2170435654698,-6.92537182689479,-10.163737284690246,-7.477555895288419,-0.016823527152555823,0.01016596912862507,-0.011529403035422207,4
917.3325435709557,-3.592550813025555,7.6146290059912936,8.60404454426321,0.010650517390231987,-0.006293782440483942,-0.010897622630994875,4
917.4480435764417,-5.450641302104978,5.925361659330946,9.886804590771323,0.04422280165496657,0.013268012071115559,0.004545041601860071,4
917.5740435824264,2.249202460552984,-3.7381890776783835,-2.667766301271387,-0.024568068889822214,0.0002548468553279463,0.0023684550406407557,4
917.6895435879123,-1.7697387525412158,-2.49448225734492,1.2758555452636686,-0.00023707935197727226,0.003664490042980638,0.005942300571958311,4
917.8260435943957,1.5385566676494316,-5.771342129683969,-0.6950018459637637,0.005153109421434263,0.004687291979317409,0.005425826895954783,4
917.9520436003804,-4.3378187885118,0.7131470704886453,1.743524361540687,0.00015720191143640529,-0.0002279301589528083,-0.002911162624150818,4
918.0780436063651,-2.452647714507796,-0.5593834330680973,2.228385055688675,0.007669653175378639,0.0058537095042007666,0.003878000103964097,4
918.2145436128485,-1.9306419867364535,-0.09420637194330395,-0.9876612274313119,0.0024777688133173015,-0.0007636517354252553,-0.002779672836728721,4
918.3510436193319,-2.579007930560058,1.4460312251006637,1.3835252269262708,0.006130292519253653,0.001490521574997405,-0.0012470776528380816,4
918.4875436258153,-0.4814374965854028,-4.338760188431102,-3.4253832866771377,0.004090018566726209,-5.579024411610163e-06,0.0045835704462226365,4
918.6240436322987,2.271277019691111,0.4345924145175391,3.922951223537853,0.002688248566781509,0.003213699221003916,-0.004982905853070591,4
918.7395436377847,-4.977999914330595,3.5590777733956593,4.218443103609523,-0.0009620489598668011,0.00020870260926604932,-0.013407618912376795,4
918.8655436437693,-4.788652397414319,-0.7117527734968156,-3.6800594886892344,-0.01309202868033807,-0.005314128945961873,-0.0027648128091677664,4
918.991543649754,-4.510770429065515,-7.815454660151726,-6.405373835032504,0.006563352244822918,-0.0027611800459864176,0.004032734449423562,4
919.1175436557387,-2.701743127240858,4.431344031090712,0.6884209023220139,-0.017183315299375168,-0.002555616660363552,-0.015569651041248382,4
919.2435436617234,-3.300145191090332,-2.701038781837554,8.116530468684763,0.004497601977747879,0.004681985503917803,0.007829882437670398,4
919.3590436672093,-6.619722759585558,-2.409681287686379,5.177970621320436,0.04467922685883907,0.014581372636703427,-0.005713965655227863,4
919.4640436721966,0.011672189813535239,3.9005579120073697,-0.42139894695182695,-0.022368015757809636,-0.006110728593942037,-0.009495417777169229,4
919.5690436771838,0.43862480395273573,-7.388888364007302,-5.676859805443457,-0.013369116609536482,-0.005893709939420462,0.01026845678830683,4
919.674043682171,-4.9408687381509795,9.279850726494162,8.56735106036577,-0.03332453820239336,-0.006909896379098971,5.6850143333453247e-05,4
919.789543687657,-2.0489334480824226,-4.859908323104307,-1.164553637346102,-0.0037979995494019743,0.0016106609999694175,0.009093800565901403,4
919.9050436931429,-1.3645801673628168,-2.94622916801963,-6.703834204874954,-0.016298315323661536,-0.004674762489140221,0.003851291250069579,4
920.0205436986289,-0.6800036313139889,0.12315259156801273,-3.345110783729368,0.03496560108758383,0.002211499615152912,0.014176653801344292,4
920.1360437041149,-8.574192560652312,1.8280461717443812,0.9456895739940867,0.05589983151377576,0.015322669112244162,0.01283294985538317,4
920.2620437100995,-2.318045068950097,0.5322262816614541,3.122078130688744,-0.0144179321597142,0.001353050093451642,0.02872061270381776,4
920.3775437155855,-0.5294200057329748,-2.3195547674202723,4.168947832520853,-0.046282884459781584,-0.017357807685922554,-0.011455812898780818,4
920.4930437210714,0.3422602602012074,1.1897100779649237,-0.3606355249771225,-0.03388725575113017,-0.029036071646684664,0.00116649242333676,4
920.5980437260587,-1.0594323368595617,-0.5799313668145951,-1.4120410638603573,-0.014419634870930962,-0.0035358978976457976,-0.012674306568471917,4
920.7135437315446,-2.0634163006893016,2.9037204503236724,-3.5465709431942334,0.018496473441062422,0.014404119589297893,0.0004925879735255887,4
920.8185437365319,3.0512645022749947,-1.2010810313858569,-1.3305950053253541,0.008837280137605227,0.007189342988746541,0.011074169340991685,4
920.9235437415191,-1.5018117564760318,-3.8477717669408533,0.1456846676076962,0.014986717904172803,0.001830176839993325,0.006846077231491472,4
921.0285437465063,-1.9310765778690238,2.7670000084842123,-0.08791087322078729,0.009052245097388053,-0.008055441076976916,0.003989451462011804,4
921.1335437514936,-2.983641970502569,2.656045218038326,0.8314202427686718,0.01020663497649603,-0.004458840469470361,0.006802486994065823,4
921.2490437569795,0.17299287391459467,-6.099315642945471,1.4627829870725555,-0.0047665884779551975,0.0007595013756764657,0.0039221807726725,4
921.3645437624655,3.1317011402051054,3.330104221191584,-3.9667307728019336,-0.01742099271950946,0.0042265355064827325,-0.009579444326254554,4
921.4800437679514,-2.608323896208883,-0.8112172318905363,-0.20041879075081806,0.011756156881435793,-0.008175520228247336,0.014619440747714747,4
921.6165437744348,-2.2223249782856924,3.4995496679778273,-3.0601755415021463,0.004820721117003361,-0.006428849303061794,0.01202367112353184,4
921.7320437799208,2.6416211238950438,6.637564233981135,-5.9056904154754175,-0.020589158705646995,-0.001492230880731704,-0.004157889916909299,4
921.8685437864042,1.7269333625045877,3.9495531263065065,-2.5486077298933005,0.007746196481952037,0.00010576280639715186,-0.0005709611836984232,4
921.9945437923889,-0.19296415770165357,3.1604839054509415,-5.660062936199339,-0.00011387614474509143,-0.005859276843024465,0.006135147429053017,4
922.1310437988723,-2.5657034510590964,-6.939630667553852,6.719139707699522,-0.005151198553425285,0.0026093047239523783,0.0071120125456401,4
922.2675438053557,2.1212308044199237,3.1558322280191646,-1.6695877508276342,0.008088187154754541,0.00011809965726701137,0.005547563171127369,4
